text,labels,lang,id,translation
Sustainable Development Goals,['Corporate Responsibility'],English,Italy-4678,Sustainable Development Goals
Защита от киберугроз и получение конкурентных преимуществ – этого ожидают руководители компаний от новых технологий,"['IT Security', 'Technology', 'Board, Strategy & Management']",Russian,Russia-11545,Protection against cyberosis and gaining competitive advantages - this is awaiting companies from new technologies
Tjeklisten til selvangivelsen 2016 (for selskaber),['Tax'],Danish,Denmark-12172,Checklist for the tax return 2016 (for companies)
Forslag fra Erhvervsministeren: Ophævelse af muligheden for at etablere IVS'er og samtidig nedsættelse af kapitalkravet i ApS'er,"['Accounting & Assurance', 'Government & Policy', 'SME & Family Business']",Danish,Denmark-12730,Proposal from the Minister of Business: Repeal of the possibility of establishing IVSs and at the same time reducing the capital requirement in ApSs
Cómo impulsar la eficiencia energética en el sector hotelero español,"['Power, Energy & Renewables', 'Retail & Consumers']",Spanish,Spain-1863,How to boost energy efficiency in the Spanish hotel sector
PwC и РСПП объявили победителей Премии в сфере корпоративного налогообложения–2020,"['Tax', 'Start-Up, Innovation & Entrepreneurship']",Russian,Russia-11713,PWC and RSPP were announced by the winners of the corporate taxation -2020 premium
Dyrektywa ws. praw autorskich przemodeluje rynek usług cyfrowych,['Technology'],Polish,Poland-756,The Copyright Directive will remodel the Digital Services market
Step 2: Take off,"['Start-Up, Innovation & Entrepreneurship']",English,Italy-5086,Step 2: Take off
Contacta con Transacciones - Economics,['M&A & Valuations'],Spanish,Spain-1413,Contact transactions - Economics
Co zmiana ustawy o CIT oznacza dla podmiotów powiązanych?,['Tax'],Polish,Poland-890,What does the amendment to the CIT Act mean for related entities?
Transport infrastructure – Engine or hand brake for global supply chains?,['Supply Chain & Transport'],English,Italy-4876,Transport infrastructure – Engine or hand brake for global supply chains?
PwC Named a Leader for Transactions-Acquisitions Consulting,['M&A & Valuations'],English,Global-13748,PwC Named a Leader for Transactions-Acquisitions Consulting
Tax Flash: Amendment of the circular regarding the filing procedures of Country by Country Reports and relevant notifications,['Tax'],English,Greece-10862,Tax Flash: Amendment of the circular regarding the filing procedures of Country by Country Reports and relevant notifications
Shipping Industry,['Supply Chain & Transport'],English,Greece-10709,Shipping Industry
Премия в сфере корпоративного налогообложения – 2017,['Tax'],Russian,Russia-11576,Corporate taxation award - 2017
Vergi ve varlık barışında revize takvim,"['Asset & wealth management', 'Tax']",Turkish,Turkey-8771,Revised Calendar in Tax and Asset Peace
Newspaper publishing,"['Entertainment, Media & eSport']",English,Italy-4912,Newspaper publishing
Acerca de España 2033,['Government & Policy'],Spanish,Spain-1633,About Spain 2033
Teknologia,['Technology'],Finnish,Finland-3862,Technology
Startuje kampania employer brandingowa PwC „Be a game changer”,['Human Resource'],Polish,Poland-1656,"Employer branding campaign PwC ""Be A Game Changer"" starts"
Gestire i rischi e la complessità regolamentare,"['Governance, Controls & Compliance']",Italian,Italy-5010,Manage risks and regulatory complexity
Nedsættelse af bo- og gaveafgiften og stramning af successionsreglerne er vedtaget,"['SME & Family Business', 'Tax']",Danish,Denmark-12329,Reduction of the estate and gift tax and tightening of the succession rules are adopted
Virtual reality,['Technology'],English,Italy-4936,Virtual reality
Integracja rynków finansowych UE - argumenty za i przeciw,"['Banking & Financial Markets', 'Government & Policy']",Polish,Poland-957,Integration of EU financial markets - Arguments for and against
Winning the talent race,['Human Resource'],English,Italy-4877,Winning the talent race
Borçlanma aracı piyasaları,['Banking & Financial Markets'],Turkish,Turkey-7022,Borrowing Vehicle Markets
Москва входит в тройку мировых лидеров по числу бесплатных точек доступа Wi-Fi,['Technology'],Russian,Russia-11656,Moscow is one of the three leaders in the number of free Wi-Fi access points
Praksis om beskatning af sikkerhedsstillelser er underkendt,"['Tax', 'Banking & Financial Markets']",Danish,Denmark-13636,Practice on taxation of collateral
Cómo FinTech está redefiniendo el sector financiero,"['Banking & Financial Markets', 'Technology']",Spanish,Spain-1646,How Fintech is redefining the financial sector
"IFRS news, November 2018",['Accounting & Assurance'],English,Greece-10758,"IFRS news, November 2018"
Workforce Strategy,"['Human Resource', 'Board, Strategy & Management']",English,Spain-2447,Workforce Strategy
DDoS/DoS Tests,['IT Security'],English,Turkey-5402,DDoS/DoS Tests
2018 vergi cezaları ne oldu?,"['Tax', 'Governance, Controls & Compliance']",Turkish,Turkey-8627,What happened to 2018 tax penalties?
"Ny hastelov: Sygedagpenge til medarbejdere, der er i særlig risiko ved smitte med COVID-19","['Human Resource', 'Healthcare & Pharmaceuticals']",Danish,Denmark-13175,NEW HAPPENING LOVE: Sickness benefit to employees who are at special risk by infection with Covid-19
"RODOtyka: Data Protection Impact Assessment, czyli ocena skutków dla ochrony danych","['Governance, Controls & Compliance']",Polish,Poland-714,"Rodotyka: Data Protection Impact Assessment, i.e. an assessment of effects for data protection"
Zagraniczne firmy zapłacą podatek w Polsce,['Tax'],Polish,Poland-1081,Foreign companies will pay tax in Poland
Global Consumer Insights Survey 2019,['Retail & Consumers'],English,Spain-1982,Global Consumer Insights Survey 2019
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (2019/2),"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-7649,Communiqué on Prevention of Unfair Competition in Imports (2019/2)
Koronaviruset: Utfordringer og krav til økt aktsomhet samt innvirkning på finansiell rapportering,"['Accounting & Assurance', 'Healthcare & Pharmaceuticals']",Norwegian,Norway-11842,Coronavirus: Challenges and requirements for increased care as well as impact on financial reporting
Deals in Greece 2017,['M&A & Valuations'],English,Greece-10953,Deals in Greece 2017
İthalat Rejimi Kararına Ek Bazı Kararlarda Değişiklik Yapılması Hakkında Karar,['VAT & Customs'],Turkish,Turkey-8196,Amendment to some decisions in addition to the decision of the import regime
Kimlik ve Erişim Yönetimi,['IT Security'],Turkish,Turkey-6628,ID and access management
Resolving tax disputes in transfer pricing,['Tax'],English,Turkey-5592,Resolving tax disputes in transfer pricing
Podatek od transakcji finansowych - nowy projekt,['Tax'],Polish,Poland-608,Tax on financial transactions - new project
"PwC lanza la tercera edición de PwC Quest, un juego virtual para captar el talento universitario",['Human Resource'],Spanish,Spain-2005,"PWC launches the third edition of PWC Quest, a virtual game to capture university talent"
Investigate - a PwC game,"['Entertainment, Media & eSport']",English,Italy-5072,Investigate - a PwC game
COVID-19: Top 5 Financial reporting considerations for the Shipping Industry,"['Accounting & Assurance', 'Supply Chain & Transport', 'Healthcare & Pharmaceuticals']",English,Greece-10712,COVID-19: Top 5 Financial reporting considerations for the Shipping Industry
2017-8 sayılı ithalatta gözetim uygulanmasına ilişkin tebliğ'de değişiklik yapılmasına dair tebliğ,['VAT & Customs'],Turkish,Turkey-7346,Communiqué on the Amendment of the Communiqué on the Implementation of Imports numbered 2017-8
Ny lov og forskrift om kassasystemer,"['Governance, Controls & Compliance']",Norwegian,Norway-11897,New law and regulations on cash systems
İşletme Sermayesi Raporu 2018/19,['Accounting & Assurance'],Turkish,Turkey-6324,Working Capital Report 2018/19
Vergi Teknolojileri Hizmetleri,"['Tax', 'Technology']",Turkish,Turkey-6660,TAX TECHNOLOGIES SERVICES
Niewykorzystane środki i oszczędności wesprą proekologiczne inwestycje przedsiębiorstw,"['Corporate Responsibility', 'Asset & wealth management']",Polish,Poland-1313,Unused funds and savings will support pro -ecological investments of enterprises
Paying Taxes 2018,['Tax'],English,Turkey-5611,Paying Taxes 2018
Αναβαλλόμενη Φορολογία/ Deferred Taxation,['Tax'],Greek,Greece-10137,Deferred Taxation Defer
Seçilmiş Gelir İdaresi Özelgeleri,['Accounting & Assurance'],Turkish,Turkey-8745,Selected Revenue Administration
Technology trends 2019,['Technology'],English,Turkey-5966,Technology trends 2019
"Oslo Børs med justerte regler om utvidet informasjonsplikt, rapportering av flaggemeldinger og en oppdatert IR-anbefaling","['Accounting & Assurance', 'Banking & Financial Markets']",Norwegian,Norway-11902,"Oslo Stock Exchange with adjusted rules on expanded information duty, reporting of flag messages and an updated IR recommendation"
Empresa Familiar,['SME & Family Business'],Spanish,Spain-2389,Family business
The residence status of UK citizens in Poland in case of no-deal Brexit,['Government & Policy'],English,Poland-504,The residence status of UK citizens in Poland in case of no-deal Brexit
Változik az áfabevallás és az online számlaadat-jelentés is július 1-jétől,"['VAT & Customs', 'Accounting & Assurance']",Hungarian,Hungary-281,VAT returns and online account data reports from July 1
PwC's Board Survey 2017,"['Board, Strategy & Management']",Danish,Denmark-12120,PwC's Board Survey 2017
"Despite AuM rises, mutual fund fees to fall by almost 20% by 2025",['Asset & wealth management'],English,Global-14019,"Despite AuM rises, mutual fund fees to fall by almost 20% by 2025"
Consumer products sector: Global tax rate benchmarking report,"['Retail & Consumers', 'Tax']",English,Turkey-5619,Consumer products sector: Global tax rate benchmarking report
Restructuring / turnaround,"['Board, Strategy & Management']",English,Finland-2987,Restructuring / turnaround
Geolocation in retail trading | PwC,['Retail & Consumers'],English,Poland-404,Geolocation in retail trading | PwC
Asesoría fiscal y legal en fusiones y adquisiciones,['M&A & Valuations'],Spanish,Spain-2510,Fiscal and Legal Advice on mergers and acquisitions
Consumer insights about the new retail business models serving consumers 2018,"['Retail & Consumers', 'Board, Strategy & Management']",English,Turkey-5746,Consumer insights about the new retail business models serving consumers 2018
Yritysvastuubarometri 2018,['Corporate Responsibility'],Finnish,Finland-3451,Corporate Responsibility Barometer 2018
"Compliant Taxpayer Credit 2019: What’s New, and Requirements to Qualify","['Tax', 'Governance, Controls & Compliance']",English,Turkey-5502,"Compliant Taxpayer Credit 2019: What’s New, and Requirements to Qualify"
Dijital toplumu siber şoklara karşı güçlendirmek,"['IT Security', 'Technology']",Turkish,Turkey-6649,Strengthening digital society against cyber shocks
Utility sparks IT transformation,['Technology'],English,Turkey-9157,Utility sparks IT transformation
Social Media,"['Entertainment, Media & eSport']",English,Global-14161,Social Media
Московская скорая помощь на втором месте по эффективности среди мегаполисов мира,['Healthcare & Pharmaceuticals'],Russian,Russia-11679,Moscow ambulance in second place in terms of efficiency among megacities of the world
Tax Flash January 2015,['Tax'],English,Greece-10871,Tax Flash January 2015
PwCコンサルティング、「AI・ソフトウェアロボティクス・センター」を設置,['Technology'],Japanese,Japan-9629,"PWC consulting, ""AI Software Robotics Center"""
El 15% de las grandes empresas cambiaron de CEO en 2016,"['Board, Strategy & Management']",Spanish,Spain-2184,15% of large companies changed CEO in 2016
Contacte - Digital,['Technology'],Spanish,Spain-1045,Contact - Digital
Tomorrow's leaders today,"['Board, Strategy & Management']",English,Greece-11035,Tomorrow's leaders today
Download the 2012 Family Business Survey,['SME & Family Business'],English,Greece-11132,Download the 2012 Family Business Survey
Firmy chcąc osiągać lepsze wyniki potrzebują wzmocnienia audytu wewnętrznego,['Accounting & Assurance'],Polish,Poland-1460,Companies wanting to achieve better results need to strengthen the internal audit
Buy side due diligence,['M&A & Valuations'],English,Finland-2993,Buy side due diligence
Námskeið PwC um virðisaukaskattsreglur í ferðaþjónustu,"['VAT & Customs', 'Retail & Consumers', 'Human Resource']",Icelandic,Iceland-11375,PwC course on VAT rules in tourism
Deal summary Kovanen Yhtiöt Oy / LTP Logistics Oy and Cabonline Group,"['M&A & Valuations', 'Supply Chain & Transport']",English,Finland-3065,Deal summary Kovanen Yhtiöt Oy / LTP Logistics Oy and Cabonline Group
